percent L=1 L=10 L=50
0.0010	0.000000	0.000000	0.000000
0.0020	0.050127	0.012672	0.002089
0.0030	0.150264	0.020598	0.003901
0.0040	0.200459	0.031876	0.005582
0.0050	0.300591	0.040352	0.007891
0.0060	0.400842	0.048889	0.010054
0.0070	0.425905	0.074031	0.012099
0.0080	0.525992	0.088436	0.014102
0.0090	0.626152	0.096341	0.016294
0.0100	0.659661	0.103144	0.018431
0.0110	0.709806	0.114440	0.020948
0.0120	0.759977	0.127108	0.023659
0.0130	0.810141	0.139769	0.025661
0.0140	0.835323	0.151060	0.027908
0.0150	0.868831	0.162288	0.030221
0.0160	0.968963	0.168731	0.032396
0.0170	0.994059	0.181413	0.034790
0.0180	1.094241	0.206539	0.036928
0.0190	1.194374	0.216709	0.039468
0.0200	1.244570	0.225893	0.041394
0.0210	1.294718	0.237159	0.043434
0.0220	1.328195	0.244437	0.045285
0.0230	1.361731	0.251751	0.047320
0.0240	1.395233	0.261955	0.049176
0.0250	1.495422	0.268764	0.051148
0.0260	1.528913	0.285558	0.053367
0.0270	1.629081	0.293334	0.055212
0.0280	1.679188	0.299772	0.057219
0.0290	1.712795	0.311066	0.059479
0.0300	1.812892	0.319538	0.061602
0.0310	1.913000	0.326816	0.064249
0.0320	2.013109	0.334588	0.066573
0.0330	2.063315	0.340701	0.068844
0.0340	2.163395	0.350867	0.070723
0.0350	2.263631	0.358672	0.073136
0.0360	2.297170	0.373126	0.075055
0.0370	2.347265	0.382375	0.076860
0.0380	2.397454	0.392580	0.078572
0.0390	2.497558	0.409386	0.080740
0.0400	2.597752	0.423769	0.083246
0.0410	2.697812	0.435035	0.085363
0.0420	2.717987	0.443413	0.087379
0.0430	2.768128	0.451249	0.089102
0.0440	2.793223	0.462518	0.091258
0.0450	2.826765	0.473835	0.093708
0.0460	2.876812	0.485096	0.096004
0.0470	2.927066	0.492381	0.099147
0.0480	2.977066	0.506731	0.100972
0.0490	3.077259	0.521230	0.103524
0.0500	3.177365	0.530453	0.105844
0.0510	3.227515	0.539726	0.107791
0.0520	3.277618	0.546889	0.110383
0.0530	3.311097	0.557154	0.112983
0.0540	3.411250	0.563957	0.115626
0.0550	3.511414	0.573978	0.117746
0.0560	3.544926	0.583182	0.119559
0.0570	3.645087	0.591117	0.122066
0.0580	3.745260	0.597158	0.124838
0.0590	3.845304	0.604483	0.126775
0.0600	3.895511	0.615745	0.128871
0.0610	3.945693	0.640916	0.131026
0.0620	3.979197	0.648105	0.133208
0.0630	4.079345	0.654466	0.135595
0.0640	4.129471	0.664734	0.137628
0.0650	4.229692	0.670705	0.139586
0.0660	4.263139	0.695949	0.141518
0.0670	4.363345	0.706104	0.144095
0.0680	4.413439	0.720379	0.146362
0.0690	4.463558	0.730634	0.148663
0.0700	4.563720	0.738502	0.150618
0.0710	4.588894	0.749777	0.152596
0.0720	4.638966	0.756174	0.154260
0.0730	4.739141	0.773005	0.156213
0.0740	4.839311	0.783169	0.157838
0.0750	4.859459	0.790400	0.160314
0.0760	4.892964	0.799714	0.162691
0.0770	4.926462	0.810939	0.165128
0.0780	5.026656	0.825382	0.166996
0.0790	5.076804	0.832220	0.168880
0.0800	5.126993	0.840654	0.171408
0.0810	5.227133	0.850901	0.173539
0.0820	5.327288	0.855755	0.175637
0.0830	5.377450	0.867029	0.177403
0.0840	5.427681	0.879749	0.179810
0.0850	5.461065	0.889905	0.181766
0.0860	5.511229	0.897718	0.183673
0.0870	5.611364	0.917907	0.185610
0.0880	5.644865	0.925767	0.187653
0.0890	5.695037	0.934937	0.190149
0.0900	5.745073	0.946312	0.192025
0.0910	5.795293	0.955504	0.193572
0.0920	5.845464	0.975632	0.195699
0.0930	5.878939	0.985903	0.197988
0.0940	5.928997	0.995106	0.199769
0.0950	5.979204	1.004253	0.201806
0.0960	6.029294	1.015368	0.203684
0.0970	6.079442	1.026583	0.205709
0.0980	6.179538	1.039125	0.207547
0.0990	6.212983	1.047679	0.209733
0.1000	6.313199	1.057848	0.211795
0.1010	6.413258	1.070478	0.214010
0.1020	6.463533	1.078926	0.216331
0.1030	6.488605	1.087541	0.218527
0.1040	6.522179	1.098813	0.220788
0.1050	6.572317	1.107903	0.222944
0.1060	6.605816	1.117280	0.225103
0.1070	6.655976	1.128505	0.226785
0.1080	6.756130	1.141156	0.229118
0.1090	6.806293	1.148982	0.230855
0.1100	6.826350	1.159137	0.232903
0.1110	6.926566	1.173630	0.235332
0.1120	7.026649	1.182800	0.237232
0.1130	7.076856	1.192960	0.239044
0.1140	7.127029	1.201455	0.241227
0.1150	7.227201	1.209956	0.243655
0.1160	7.260646	1.224468	0.245878
0.1170	7.285715	1.230777	0.248300
0.1180	7.319276	1.238049	0.250718
0.1190	7.419510	1.243462	0.252928
0.1200	7.452948	1.253708	0.254921
0.1210	7.544900	1.306171	0.301086
0.1220	7.596918	1.314247	0.301207
0.1230	7.620857	1.330311	0.305122
0.1240	7.668910	1.342301	0.305139
0.1250	7.768908	1.346319	0.309128
0.1260	7.820869	1.354304	0.309219
0.1270	7.920782	1.370272	0.313321
0.1280	7.972903	1.378256	0.313336
0.1290	8.020863	1.386304	0.317111
0.1300	8.072858	1.394265	0.321057
0.1310	8.120859	1.410348	0.321153
0.1320	8.220865	1.418363	0.325021
0.1330	8.272893	1.426341	0.325102
0.1340	8.296882	1.434298	0.329102
0.1350	8.348900	1.454289	0.329131
0.1360	8.372897	1.466301	0.333110
0.1370	8.420837	1.474341	0.333204
0.1380	8.456879	1.482349	0.337116
0.1390	8.504839	1.494283	0.337131
